#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU06371.4,NCU06371.5,UNCHANGED,
NCU06372.4,NCU06372.5,UNCHANGED,
NCU06373.4,NCU06373.5,UNCHANGED,
NCU06374.4,NCU06374.5,UNCHANGED,
NCU06375.4,NCU06375.5,UNCHANGED,
NCU06376.4,NCU06376.5,UNCHANGED,
NCU06380.4,NCU06380.5,UNCHANGED,
NCU06381.4,NCU06381.5,UNCHANGED,
NCU06382.4,NCU06382.5,UNCHANGED,
NCU06383.4,NCU06383.5,UNCHANGED,
NCU06384.4,NCU06384.5,UNCHANGED,
NCU06385.4,NCU06385.5,UNCHANGED,
NCU06386.4,NCU06386.5,UNCHANGED,
NCU06387.4,NCU06387.5,UNCHANGED,
NCU06390.4,NCU06390.5,UNCHANGED,
NCU06391.4,NCU06391.5,UNCHANGED,
NCU06393.4,NCU06393.5,UNCHANGED,
NCU06394.4,NCU06394.5,UNCHANGED,
NCU06395.4,NCU06395.5,UNCHANGED,
NCU06396.4,NCU06396.5,UNCHANGED,
NCU06397.4,NCU06397.5,UNCHANGED,
NCU06398.4,NCU06398.5,UNCHANGED,
NCU06399.4,NCU06399.5,UNCHANGED,
NCU06400.4,NCU06400.5,UNCHANGED,
NCU06401.4,NCU06401.5,UNCHANGED,
NCU06402.4,NCU06402.5,UNCHANGED,
NCU06403.4,NCU06403.5,UNCHANGED,
NCU06404.4,NCU06404.5,UNCHANGED,
NCU06405.4,NCU06405.5,UNCHANGED,
NCU06406.4,NCU06406.5,UNCHANGED,
NCU06407.4,NCU06407.5,UNCHANGED,
NCU06409.4,NCU06409.5,UNCHANGED,
NCU06410.4,NCU06410.5,UNCHANGED,
NCU06411.4,NCU06411.5,UNCHANGED,
NCU06412.4,NCU06412.5,UNCHANGED,
NCU06413.4,NCU06413.5,UNCHANGED,
NCU06414.4,NCU06414.5,UNCHANGED,
NCU06415.4,NCU06415.5,UNCHANGED,
NCU06416.4,NCU06416.5,UNCHANGED,
NCU06417.4,NCU06417.5,UNCHANGED,
NCU06418.4,NCU06418.5,UNCHANGED,
NCU06419.4,NCU06419.5,UNCHANGED,
NCU06420.4,NCU06420.5,UNCHANGED,
NCU06421.4,NCU06421.5,UNCHANGED,
NCU06422.4,NCU06422.5,UNCHANGED,
NCU06423.4,NCU06423.5,UNCHANGED,
NCU06424.4,NCU06424.5,UNCHANGED,
NCU06425.4,NCU06425.5,UNCHANGED,
NCU06426.4,NCU06426.5,UNCHANGED,
NCU06427.4,NCU06427.5,UNCHANGED,
NCU06428.4,NCU06428.5,UNCHANGED,
NCU06429.4,NCU06429.5,UNCHANGED,
NCU06430.4,NCU06430.5,UNCHANGED,
NCU06431.4,NCU06431.5,UNCHANGED,
NCU06432.4,NCU06432.5,UNCHANGED,
NCU06433.4,NCU06433.5,UNCHANGED,
NCU06434.4,NCU06434.5,UNCHANGED,
NCU06435.4,NCU06435.5,UNCHANGED,
NCU06436.4,NCU06436.5,UNCHANGED,
NCU06437.4,NCU06437.5,UNCHANGED,
NCU06438.4,NCU06438.5,UNCHANGED,
NCU06439.4,NCU06439.5,UNCHANGED,
NCU06440.4,NCU06440.5,UNCHANGED,
NCU06441.4,NCU06441.5,UNCHANGED,
NCU06443.4,NCU06443.5,UNCHANGED,
NCU06444.4,NCU06444.5,UNCHANGED,
NCU06445.4,NCU06445.5,UNCHANGED,
NCU06446.4,NCU06446.5,UNCHANGED,
NCU06447.4,NCU06447.5,UNCHANGED,
NCU06448.4,NCU06448.5,UNCHANGED,
NCU06449.4,NCU06449.5,UNCHANGED,
NCU06450.4,NCU06450.5,UNCHANGED,
NCU06451.4,NCU06451.5,UNCHANGED,
NCU06452.4,NCU06452.5,UNCHANGED,
NCU06453.4,NCU06453.5,UNCHANGED,
NCU06454.4,NCU06454.5,UNCHANGED,
NCU06455.4,NCU06455.5,UNCHANGED,
NCU06457.4,NCU06457.5,UNCHANGED,
NCU06459.4,NCU06459.5,UNCHANGED,
NCU06460.4,NCU06460.5,UNCHANGED,
NCU06461.4,NCU06461.5,UNCHANGED,
NCU06462.4,NCU06462.5,UNCHANGED,
NCU06463.4,NCU06463.5,UNCHANGED,
NCU06464.4,NCU06464.5,UNCHANGED,
NCU06465.4,NCU06465.5,UNCHANGED,
NCU06467.4,NCU06467.5,UNCHANGED,
NCU06468.4,NCU06468.5,UNCHANGED,
NCU06469.4,NCU06469.5,UNCHANGED,
NCU06470.4,NCU06470.5,UNCHANGED,
NCU06471.4,NCU06471.5,UNCHANGED,
NCU06472.4,NCU06472.5,UNCHANGED,
NCU06473.4,NCU06473.5,UNCHANGED,
NCU06474.4,NCU06474.5,UNCHANGED,
NCU06475.4,NCU06475.5,UNCHANGED,
NCU06476.4,NCU06476.5,UNCHANGED,
NCU06478.4,NCU06478.5,UNCHANGED,
NCU06479.4,NCU06479.5,UNCHANGED,
NCU06480.4,NCU06480.5,UNCHANGED,
NCU06481.4,NCU06481.5,UNCHANGED,
NCU06482.4,NCU06482.5,UNCHANGED,
NCU06483.4,NCU06483.5,UNCHANGED,
NCU06484.4,NCU06484.5,UNCHANGED,
NCU06485.4,NCU06485.5,UNCHANGED,
NCU06486.4,NCU06486.5,UNCHANGED,
NCU06487.4,NCU06487.5,UNCHANGED,
NCU06488.4,NCU06488.5,UNCHANGED,
NCU06489.4,NCU06489.5,UNCHANGED,
NCU06490.4,NCU06490.5,UNCHANGED,
NCU06491.4,NCU06491.5,UNCHANGED,
NCU06493.4,NCU06493.5,UNCHANGED,
NCU06495.4,NCU06495.5,UNCHANGED,
NCU06496.4,NCU06496.5,UNCHANGED,
NCU06497.4,NCU06497.5,UNCHANGED,
NCU06498.4,NCU06498.5,UNCHANGED,
NCU06499.4,NCU06499.5,UNCHANGED,
NCU06500.4,NCU06500.5,UNCHANGED,
NCU06503.4,NCU06503.5,UNCHANGED,
NCU06504.4,NCU06504.5,UNCHANGED,
NCU06505.4,NCU06505.5,UNCHANGED,
NCU06506.4,NCU06506.5,UNCHANGED,
NCU06507.4,NCU06507.5,UNCHANGED,
NCU06508.4,NCU06508.5,UNCHANGED,
NCU06509.4,NCU06509.5,UNCHANGED,
NCU06511.4,NCU06511.5,UNCHANGED,
NCU06512.4,NCU06512.5,UNCHANGED,
NCU06513.4,NCU06513.5,UNCHANGED,
NCU06514.4,NCU06514.5,UNCHANGED,
NCU06515.4,NCU06515.5,UNCHANGED,
NCU06516.4,NCU06516.5,UNCHANGED,
NCU06517.4,NCU06517.5,UNCHANGED,
NCU06518.4,NCU06518.5,UNCHANGED,
NCU06519.4,NCU06519.5,UNCHANGED,
NCU06520.4,NCU06520.5,UNCHANGED,
NCU06521.4,NCU06521.5,UNCHANGED,
NCU06522.4,NCU06522.5,UNCHANGED,
NCU06523.4,NCU06523.5,UNCHANGED,
NCU06524.4,NCU06524.5,UNCHANGED,
NCU06525.4,NCU06525.5,UNCHANGED,
NCU06526.4,NCU06526.5,UNCHANGED,
NCU06529.4,NCU06529.5,UNCHANGED,
NCU06530.4,NCU06530.5,UNCHANGED,
NCU06531.4,NCU06531.5,UNCHANGED,
NCU06532.4,NCU06532.5,UNCHANGED,
NCU06533.4,NCU06533.5,UNCHANGED,
NCU06534.4,NCU06534.5,UNCHANGED,
NCU06536.4,NCU06536.5,UNCHANGED,
NCU06537.4,NCU06537.5,UNCHANGED,
NCU06538.4,NCU06538.5,UNCHANGED,
NCU06539.4,NCU06539.5,UNCHANGED,
NCU06540.4,NCU06540.5,UNCHANGED,
NCU06541.4,NCU06541.5,UNCHANGED,
NCU06542.4,NCU06542.5,UNCHANGED,
NCU06543.4,NCU06543.5,UNCHANGED,
NCU06544.4,NCU06544.5,UNCHANGED,
NCU06546.4,NCU06546.5,UNCHANGED,
NCU06547.4,NCU06547.5,UNCHANGED,
NCU06548.4,NCU06548.5,UNCHANGED,
NCU06549.4,NCU06549.5,UNCHANGED,
NCU06550.4,NCU06550.5,UNCHANGED,
NCU06551.4,NCU06551.5,UNCHANGED,
NCU06552.4,NCU06552.5,UNCHANGED,
NCU06553.4,NCU06553.5,UNCHANGED,
NCU06554.4,NCU06554.5,UNCHANGED,
NCU06555.4,NCU06555.5,UNCHANGED,
NCU06556.4,NCU06556.5,UNCHANGED,
NCU06557.4,NCU06557.5,UNCHANGED,
NCU06558.4,NCU06558.5,UNCHANGED,
NCU06559.4,NCU06559.5,UNCHANGED,
NCU06560.4,NCU06560.5,UNCHANGED,
NCU06561.4,NCU06561.5,UNCHANGED,
NCU06563.4,NCU06563.5,UNCHANGED,
NCU06565.4,NCU06565.5,UNCHANGED,
NCU06566.4,NCU06566.5,UNCHANGED,
NCU06568.4,NCU06568.5,UNCHANGED,
NCU06569.4,NCU06569.5,UNCHANGED,
NCU06570.4,NCU06570.5,UNCHANGED,
NCU06571.4,NCU06571.5,UNCHANGED,
NCU06572.4,NCU06572.5,UNCHANGED,
NCU06573.4,NCU06573.5,UNCHANGED,
NCU06574.4,NCU06574.5,UNCHANGED,
NCU06575.4,NCU06575.5,UNCHANGED,
NCU06576.4,NCU06576.5,UNCHANGED,
NCU06577.4,NCU06577.5,UNCHANGED,
NCU06578.4,NCU06578.5,UNCHANGED,
NCU06579.4,NCU06579.5,UNCHANGED,
NCU06581.4,NCU06581.5,UNCHANGED,
NCU06582.4,NCU06582.5,UNCHANGED,
NCU06583.4,NCU06583.5,UNCHANGED,
NCU06584.4,NCU06584.5,UNCHANGED,
NCU06585.4,NCU06585.5,UNCHANGED,
NCU06586.4,NCU06586.5,UNCHANGED,
NCU06587.4,NCU06587.5,UNCHANGED,
NCU06588.4,NCU06588.5,UNCHANGED,
NCU06589.4,NCU06589.5,UNCHANGED,
NCU06590.4,NCU06590.5,UNCHANGED,
NCU06591.4,NCU06591.5,UNCHANGED,
NCU06592.4,NCU06592.5,UNCHANGED,
NCU06593.4,NCU06593.5,UNCHANGED,
NCU06594.4,NCU06594.5,UNCHANGED,
NCU06595.4,NCU06595.5,UNCHANGED,
NCU06596.4,NCU06596.5,UNCHANGED,
NCU06597.4,NCU06597.5,UNCHANGED,
NCU06598.4,NCU06598.5,UNCHANGED,
NCU06599.4,NCU06599.5,UNCHANGED,
NCU06601.4,NCU06601.5,UNCHANGED,
NCU06602.4,NCU06602.5,UNCHANGED,
NCU06603.4,NCU06603.5,UNCHANGED,
NCU06604.4,NCU06604.5,UNCHANGED,
NCU06605.4,NCU06605.5,UNCHANGED,
NCU06606.4,NCU06606.5,UNCHANGED,
NCU06607.4,NCU06607.5,UNCHANGED,
NCU06608.4,NCU06608.5,UNCHANGED,
NCU06609.4,NCU06609.5,UNCHANGED,
NCU06610.4,NCU06610.5,UNCHANGED,
NCU06611.4,NCU06611.5,UNCHANGED,
NCU06612.4,NCU06612.5,UNCHANGED,
NCU06613.4,NCU06613.5,UNCHANGED,
NCU06614.4,NCU06614.5,UNCHANGED,
NCU06615.4,NCU06615.5,UNCHANGED,
NCU06616.4,NCU06616.5,UNCHANGED,
NCU06617.4,NCU06617.5,UNCHANGED,
NCU06618.4,NCU06618.5,UNCHANGED,
NCU06619.4,NCU06619.5,UNCHANGED,
NCU06620.4,NCU06620.5,UNCHANGED,
NCU06621.4,NCU06621.5,UNCHANGED,
NCU06622.4,NCU06622.5,UNCHANGED,
NCU06623.4,NCU06623.5,UNCHANGED,
NCU06624.4,NCU06624.5,UNCHANGED,
NCU06625.4,NCU06625.5,UNCHANGED,
NCU06626.4,NCU06626.5,UNCHANGED,
NCU06627.4,NCU06627.5,UNCHANGED,
NCU06628.4,NCU06628.5,UNCHANGED,
NCU06629.4,NCU06629.5,UNCHANGED,
NCU06630.4,NCU06630.5,UNCHANGED,
NCU06631.4,NCU06631.5,UNCHANGED,
NCU06632.4,NCU06632.5,UNCHANGED,
NCU06636.4,NCU06636.5,UNCHANGED,
NCU06637.4,NCU06637.5,UNCHANGED,
NCU06638.4,NCU06638.5,UNCHANGED,
NCU06640.4,NCU06640.5,UNCHANGED,
NCU06643.4,NCU06643.5,UNCHANGED,
NCU06644.4,NCU06644.5,UNCHANGED,
NCU06645.4,NCU06645.5,UNCHANGED,
NCU06646.4,NCU06646.5,UNCHANGED,
NCU06647.4,NCU06647.5,UNCHANGED,
NCU06648.4,NCU06648.5,UNCHANGED,
NCU06649.4,NCU06649.5,UNCHANGED,
NCU06650.4,NCU06650.5,UNCHANGED,
NCU06651.4,NCU06651.5,UNCHANGED,
NCU06652.4,NCU06652.5,UNCHANGED,
NCU06653.4,NCU06653.5,UNCHANGED,
NCU06654.4,NCU06654.5,UNCHANGED,
NCU06655.4,NCU06655.5,UNCHANGED,
NCU06656.4,NCU06656.5,UNCHANGED,
NCU06657.4,NCU06657.5,UNCHANGED,
NCU06658.4,NCU06658.5,UNCHANGED,
NCU06659.4,NCU06659.5,UNCHANGED,
NCU06660.4,NCU06660.5,UNCHANGED,
NCU06661.4,NCU06661.5,UNCHANGED,
NCU06662.4,NCU06662.5,UNCHANGED,
NCU06663.4,NCU06663.5,UNCHANGED,
NCU06664.4,NCU06664.5,UNCHANGED,
NCU06666.4,NCU06666.5,UNCHANGED,
NCU06667.4,NCU06667.5,UNCHANGED,
NCU06668.4,NCU06668.5,UNCHANGED,
NCU06669.4,NCU06669.5,UNCHANGED,
NCU06672.4,NCU06672.5,UNCHANGED,
NCU06673.4,NCU06673.5,UNCHANGED,
NCU06674.4,NCU06674.5,UNCHANGED,
NCU06675.4,NCU06675.5,UNCHANGED,
NCU06677.4,NCU06677.5,UNCHANGED,
NCU06678.4,NCU06678.5,UNCHANGED,
NCU06679.4,NCU06679.5,UNCHANGED,
NCU06680.4,NCU06680.5,UNCHANGED,
NCU06681.4,NCU06681.5,UNCHANGED,
NCU06682.4,NCU06682.5,UNCHANGED,
NCU06683.4,NCU06683.5,UNCHANGED,
NCU06684.4,NCU06684.5,UNCHANGED,
NCU06685.4,NCU06685.5,UNCHANGED,
NCU06686.4,NCU06686.5,UNCHANGED,
NCU06687.4,NCU06687.5,UNCHANGED,
NCU06688.4,NCU06688.5,UNCHANGED,
NCU06689.4,NCU06689.5,UNCHANGED,
NCU06690.4,NCU06690.5,UNCHANGED,
NCU06691.4,NCU06691.5,UNCHANGED,
NCU06693.4,NCU06693.5,UNCHANGED,
NCU06694.4,NCU06694.5,UNCHANGED,
NCU06695.4,NCU06695.5,UNCHANGED,
NCU06696.4,NCU06696.5,UNCHANGED,
NCU06697.4,NCU06697.5,UNCHANGED,
NCU06698.4,NCU06698.5,UNCHANGED,
NCU06699.4,NCU06699.5,UNCHANGED,
NCU06700.4,NCU06700.5,UNCHANGED,
NCU06701.4,NCU06701.5,UNCHANGED,
NCU06702.4,NCU06702.5,UNCHANGED,
NCU06703.4,NCU06703.5,UNCHANGED,
NCU06704.4,NCU06704.5,UNCHANGED,
NCU06706.4,NCU06706.5,UNCHANGED,
NCU06707.4,NCU06707.5,UNCHANGED,
NCU06708.4,NCU06708.5,UNCHANGED,
NCU06709.4,NCU06709.5,UNCHANGED,
NCU06710.4,NCU06710.5,UNCHANGED,
NCU06711.4,NCU06711.5,UNCHANGED,
NCU06712.4,NCU06712.5,UNCHANGED,
NCU06713.4,NCU06713.5,UNCHANGED,
NCU06714.4,NCU06714.5,UNCHANGED,
NCU06715.4,NCU06715.5,UNCHANGED,
NCU06716.4,NCU06716.5,UNCHANGED,
NCU06717.4,NCU06717.5,UNCHANGED,
NCU06718.4,NCU06718.5,UNCHANGED,
NCU06719.4,NCU06719.5,UNCHANGED,
NCU06720.4,NCU06720.5,UNCHANGED,
NCU06721.4,NCU06721.5,UNCHANGED,
NCU06722.4,NCU06722.5,UNCHANGED,
NCU06724.4,NCU06724.5,UNCHANGED,
NCU06725.4,NCU06725.5,UNCHANGED,
NCU06726.4,NCU06726.5,UNCHANGED,
NCU06727.4,NCU06727.5,UNCHANGED,
NCU06729.4,NCU06729.5,UNCHANGED,
NCU06730.4,NCU06730.5,UNCHANGED,
NCU06731.4,NCU06731.5,UNCHANGED,
NCU06733.4,NCU06733.5,UNCHANGED,
NCU06734.4,NCU06734.5,UNCHANGED,
NCU06735.4,NCU06735.5,UNCHANGED,
NCU06737.4,NCU06737.5,UNCHANGED,
NCU06738.4,NCU06738.5,UNCHANGED,
NCU06739.4,NCU06739.5,UNCHANGED,
NCU06740.4,NCU06740.5,UNCHANGED,
NCU06742.4,NCU06742.5,UNCHANGED,
NCU06743.4,NCU06743.5,UNCHANGED,
NCU06744.4,NCU06744.5,UNCHANGED,
NCU06745.4,NCU06745.5,UNCHANGED,
NCU06746.4,NCU06746.5,UNCHANGED,
NCU06747.4,NCU06747.5,UNCHANGED,
NCU06748.4,NCU06748.5,UNCHANGED,
NCU06749.4,NCU06749.5,UNCHANGED,
NCU06750.4,NCU06750.5,UNCHANGED,
NCU06751.4,NCU06751.5,UNCHANGED,
NCU06752.4,NCU06752.5,UNCHANGED,
NCU06754.4,NCU06754.5,UNCHANGED,
NCU06756.4,NCU06756.5,UNCHANGED,
NCU06757.4,NCU06757.5,UNCHANGED,
NCU06758.4,NCU06758.5,UNCHANGED,
NCU06759.4,NCU06759.5,UNCHANGED,
NCU06760.4,NCU06760.5,UNCHANGED,
NCU06761.4,NCU06761.5,UNCHANGED,
NCU06762.4,NCU06762.5,UNCHANGED,
NCU06763.4,NCU06763.5,UNCHANGED,
NCU06764.4,NCU06764.5,UNCHANGED,
NCU06765.4,NCU06765.5,UNCHANGED,
NCU06766.4,NCU06766.5,UNCHANGED,
NCU06767.4,NCU06767.5,UNCHANGED,
NCU06768.4,NCU06768.5,UNCHANGED,
NCU06769.4,NCU06769.5,UNCHANGED,
NCU06771.4,NCU06771.5,UNCHANGED,
NCU06772.4,NCU06772.5,UNCHANGED,
NCU06773.4,NCU06773.5,UNCHANGED,
NCU06774.4,NCU06774.5,UNCHANGED,
NCU06776.4,NCU06776.5,UNCHANGED,
NCU06777.4,NCU06777.5,UNCHANGED,
NCU06778.4,NCU06778.5,UNCHANGED,
NCU06779.4,NCU06779.5,UNCHANGED,
NCU06780.4,NCU06780.5,UNCHANGED,
NCU06781.4,NCU06781.5,UNCHANGED,
NCU06782.4,NCU06782.5,UNCHANGED,
NCU06783.4,NCU06783.5,UNCHANGED,
NCU06784.4,NCU06784.5,UNCHANGED,
NCU06785.4,NCU06785.5,UNCHANGED,
NCU06786.4,NCU06786.5,UNCHANGED,
NCU06787.4,NCU06787.5,UNCHANGED,
NCU06788.4,NCU06788.5,UNCHANGED,
NCU06789.4,NCU06789.5,UNCHANGED,
NCU06790.4,NCU06790.5,UNCHANGED,
NCU06791.4,NCU06791.5,UNCHANGED,
NCU06792.4,NCU06792.5,UNCHANGED,
NCU06793.4,NCU06793.5,UNCHANGED,
NCU06794.4,NCU06794.5,UNCHANGED,
NCU06795.4,NCU06795.5,UNCHANGED,
NCU06797.4,NCU06797.5,UNCHANGED,
NCU06799.4,NCU06799.5,UNCHANGED,
NCU06801.4,NCU06801.5,UNCHANGED,
NCU06803.4,NCU06803.5,UNCHANGED,
NCU06804.4,NCU06804.5,UNCHANGED,
NCU06806.4,NCU06806.5,UNCHANGED,
NCU06807.4,NCU06807.5,UNCHANGED,
NCU06809.4,NCU06809.5,UNCHANGED,
NCU06810.4,NCU06810.5,UNCHANGED,
NCU06811.4,NCU06811.5,UNCHANGED,
NCU06812.4,NCU06812.5,UNCHANGED,
NCU06815.4,NCU06815.5,UNCHANGED,
NCU06817.4,NCU06817.5,UNCHANGED,
NCU06821.4,NCU06821.5,UNCHANGED,
NCU06822.4,NCU06822.5,UNCHANGED,
NCU06823.4,NCU06823.5,UNCHANGED,
NCU06824.4,NCU06824.5,UNCHANGED,
NCU06826.4,NCU06826.5,UNCHANGED,
NCU06832.4,NCU06832.5,UNCHANGED,
NCU06833.4,NCU06833.5,UNCHANGED,
NCU06834.4,NCU06834.5,UNCHANGED,
NCU06836.4,NCU06836.5,UNCHANGED,
NCU06837.4,NCU06837.5,UNCHANGED,
NCU06838.4,NCU06838.5,UNCHANGED,
NCU06839.4,NCU06839.5,UNCHANGED,
NCU06840.4,NCU06840.5,UNCHANGED,
NCU06841.4,NCU06841.5,UNCHANGED,
NCU06842.4,NCU06842.5,UNCHANGED,
NCU06843.4,NCU06843.5,UNCHANGED,
NCU06844.4,NCU06844.5,UNCHANGED,
NCU06845.4,NCU06845.5,UNCHANGED,
NCU06846.4,NCU06846.5,UNCHANGED,
NCU06847.4,NCU06847.5,UNCHANGED,
NCU06849.4,NCU06849.5,UNCHANGED,
NCU06850.4,NCU06850.5,UNCHANGED,
NCU06851.4,NCU06851.5,UNCHANGED,
NCU06852.4,NCU06852.5,UNCHANGED,
NCU06853.4,NCU06853.5,UNCHANGED,
NCU06854.4,NCU06854.5,UNCHANGED,
NCU06855.4,NCU06855.5,UNCHANGED,
NCU06856.4,NCU06856.5,UNCHANGED,
NCU06857.4,NCU06857.5,UNCHANGED,
NCU06859.4,NCU06859.5,UNCHANGED,
NCU06860.4,NCU06860.5,UNCHANGED,
NCU06861.4,NCU06861.5,UNCHANGED,
NCU06862.4,NCU06862.5,UNCHANGED,
NCU06863.4,NCU06863.5,UNCHANGED,
NCU06864.4,NCU06864.5,UNCHANGED,
NCU06866.4,NCU06866.5,UNCHANGED,
NCU06867.4,NCU06867.5,UNCHANGED,
NCU06868.4,NCU06868.5,UNCHANGED,
NCU06869.4,NCU06869.5,UNCHANGED,
NCU06870.4,NCU06870.5,UNCHANGED,
NCU06871.4,NCU06871.5,UNCHANGED,
NCU06872.4,NCU06872.5,UNCHANGED,
NCU06874.4,NCU06874.5,UNCHANGED,
NCU06875.4,NCU06875.5,UNCHANGED,
NCU06876.4,NCU06876.5,UNCHANGED,
NCU06877.4,NCU06877.5,UNCHANGED,
NCU06878.4,NCU06878.5,UNCHANGED,
NCU06879.4,NCU06879.5,UNCHANGED,
NCU06880.4,NCU06880.5,UNCHANGED,
NCU06881.4,NCU06881.5,UNCHANGED,
NCU06882.4,NCU06882.5,UNCHANGED,
NCU06883.4,NCU06883.5,UNCHANGED,
NCU06884.4,NCU06884.5,UNCHANGED,
NCU06885.4,NCU06885.5,UNCHANGED,
NCU06886.4,NCU06886.5,UNCHANGED,
NCU06887.4,NCU06887.5,UNCHANGED,
NCU06888.4,NCU06888.5,UNCHANGED,
NCU06889.4,NCU06889.5,UNCHANGED,
NCU06890.4,NCU06890.5,UNCHANGED,
NCU06892.4,NCU06892.5,UNCHANGED,
NCU06893.4,NCU06893.5,UNCHANGED,
NCU06894.4,NCU06894.5,UNCHANGED,
NCU06895.4,NCU06895.5,UNCHANGED,
NCU06896.4,NCU06896.5,UNCHANGED,
NCU06897.4,NCU06897.5,UNCHANGED,
NCU06898.4,NCU06898.5,UNCHANGED,
NCU06899.4,NCU06899.5,UNCHANGED,
NCU06901.4,NCU06901.5,UNCHANGED,
NCU06902.4,NCU06902.5,UNCHANGED,
NCU06903.4,NCU06903.5,UNCHANGED,
NCU06904.4,NCU06904.5,UNCHANGED,
NCU06905.4,NCU06905.5,UNCHANGED,
NCU06906.4,NCU06906.5,UNCHANGED,
NCU06907.4,NCU06907.5,UNCHANGED,
NCU06908.4,NCU06908.5,UNCHANGED,
NCU06910.4,NCU06910.5,UNCHANGED,
NCU06911.4,NCU06911.5,UNCHANGED,
NCU06912.4,NCU06912.5,UNCHANGED,
NCU06913.4,NCU06913.5,UNCHANGED,
NCU06914.4,NCU06914.5,UNCHANGED,
NCU06915.4,NCU06915.5,UNCHANGED,
NCU06916.4,NCU06916.5,UNCHANGED,
NCU06917.4,NCU06917.5,UNCHANGED,
NCU06918.4,NCU06918.5,UNCHANGED,
NCU06919.4,NCU06919.5,UNCHANGED,
NCU06920.4,NCU06920.5,UNCHANGED,
NCU06921.4,NCU06921.5,UNCHANGED,
NCU06922.4,NCU06922.5,UNCHANGED,
NCU06923.4,NCU06923.5,UNCHANGED,
NCU06924.4,NCU06924.5,UNCHANGED,
NCU06926.4,NCU06926.5,UNCHANGED,
NCU06927.4,NCU06927.5,UNCHANGED,
NCU06928.4,NCU06928.5,UNCHANGED,
NCU06929.4,NCU06929.5,UNCHANGED,
NCU06930.4,NCU06930.5,UNCHANGED,
NCU06931.4,NCU06931.5,UNCHANGED,
NCU06932.4,NCU06932.5,UNCHANGED,
NCU06933.4,NCU06933.5,UNCHANGED,
NCU06934.4,NCU06934.5,UNCHANGED,
NCU06935.4,NCU06935.5,UNCHANGED,
NCU06936.4,NCU06936.5,UNCHANGED,
NCU06937.4,NCU06937.5,UNCHANGED,
NCU06938.4,NCU06938.5,UNCHANGED,
NCU06939.4,NCU06939.5,UNCHANGED,
NCU06940.4,NCU06940.5,UNCHANGED,
NCU06941.4,NCU06941.5,UNCHANGED,
NCU06942.4,NCU06942.5,UNCHANGED,
NCU06943.4,NCU06943.5,UNCHANGED,
NCU06944.4,NCU06944.5,UNCHANGED,
NCU06945.4,NCU06945.5,UNCHANGED,
NCU06946.4,NCU06946.5,UNCHANGED,
NCU06948.4,NCU06948.5,UNCHANGED,
NCU06949.4,NCU06949.5,UNCHANGED,
NCU06950.4,NCU06950.5,UNCHANGED,
NCU06951.4,NCU06951.5,UNCHANGED,
NCU06953.4,NCU06953.5,UNCHANGED,
NCU06954.4,NCU06954.5,UNCHANGED,
NCU06955.4,NCU06955.5,UNCHANGED,
NCU06957.4,NCU06957.5,UNCHANGED,
NCU06958.4,NCU06958.5,UNCHANGED,
NCU06959.4,NCU06959.5,UNCHANGED,
NCU06960.4,NCU06960.5,UNCHANGED,
NCU06961.4,NCU06961.5,UNCHANGED,
NCU06963.4,NCU06963.5,UNCHANGED,
NCU06964.4,NCU06964.5,UNCHANGED,
NCU06965.4,NCU06965.5,UNCHANGED,
NCU06966.4,NCU06966.5,UNCHANGED,
NCU06967.4,NCU06967.5,UNCHANGED,
NCU06968.4,NCU06968.5,UNCHANGED,
NCU06969.4,NCU06969.5,UNCHANGED,
NCU06970.4,NCU06970.5,UNCHANGED,
NCU06971.4,NCU06971.5,UNCHANGED,
NCU06973.4,NCU06973.5,UNCHANGED,
NCU06974.4,NCU06974.5,UNCHANGED,
NCU06975.4,NCU06975.5,UNCHANGED,
NCU06976.4,NCU06976.5,UNCHANGED,
NCU06977.4,NCU06977.5,UNCHANGED,
NCU06978.4,NCU06978.5,UNCHANGED,
NCU06979.4,NCU06979.5,UNCHANGED,
NCU06980.4,NCU06980.5,UNCHANGED,
NCU06981.4,NCU06981.5,UNCHANGED,
NCU06983.4,NCU06983.5,UNCHANGED,
NCU06984.4,NCU06984.5,UNCHANGED,
NCU06985.4,NCU06985.5,UNCHANGED,
NCU06986.4,NCU06986.5,UNCHANGED,
NCU06987.4,NCU06987.5,UNCHANGED,
NCU06988.4,NCU06988.5,UNCHANGED,
NCU06989.4,NCU06989.5,UNCHANGED,
NCU06990.4,NCU06990.5,UNCHANGED,
NCU06991.4,NCU06991.5,UNCHANGED,
NCU06992.4,NCU06992.5,UNCHANGED,
NCU06993.4,NCU06993.5,UNCHANGED,
NCU06994.4,NCU06994.5,UNCHANGED,
NCU06995.4,NCU06995.5,UNCHANGED,
NCU06996.4,NCU06996.5,UNCHANGED,
NCU06997.4,NCU06997.5,UNCHANGED,
NCU06998.4,NCU06998.5,UNCHANGED,
NCU06999.4,NCU06999.5,UNCHANGED,
NCU07000.4,NCU07000.5,UNCHANGED,
NCU07001.4,NCU07001.5,UNCHANGED,
NCU07002.4,NCU07002.5,UNCHANGED,
NCU07003.4,NCU07003.5,UNCHANGED,
NCU07004.4,NCU07004.5,UNCHANGED,
NCU07005.4,NCU07005.5,UNCHANGED,
NCU07007.4,NCU07007.5,UNCHANGED,
NCU07008.4,NCU07008.5,UNCHANGED,
NCU07009.4,NCU07009.5,UNCHANGED,
