#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU07010.4,NCU07010.5,UNCHANGED,
NCU07011.4,NCU07011.5,UNCHANGED,
NCU07012.4,NCU07012.5,UNCHANGED,
NCU07013.4,NCU07013.5,UNCHANGED,
NCU07014.4,NCU07014.5,UNCHANGED,
NCU07015.4,NCU07015.5,UNCHANGED,
NCU07016.4,NCU07016.5,UNCHANGED,
NCU07017.4,NCU07017.5,UNCHANGED,
NCU07018.4,NCU07018.5,UNCHANGED,
NCU07019.4,NCU07019.5,UNCHANGED,
NCU07020.4,NCU07020.5,UNCHANGED,
NCU07021.4,NCU07021.5,UNCHANGED,
NCU07022.4,NCU07022.5,UNCHANGED,
NCU07023.4,NCU07023.5,UNCHANGED,
NCU07024.4,NCU07024.5,UNCHANGED,
NCU07027.4,NCU07027.5,UNCHANGED,
NCU07028.4,NCU07028.5,UNCHANGED,
NCU07029.4,NCU07029.5,UNCHANGED,
NCU07030.4,NCU07030.5,UNCHANGED,
NCU07031.4,NCU07031.5,UNCHANGED,
NCU07032.4,NCU07032.5,UNCHANGED,
NCU07035.4,NCU07035.5,UNCHANGED,
NCU07036.4,NCU07036.5,UNCHANGED,
NCU07037.4,NCU07037.5,UNCHANGED,
NCU07038.4,NCU07038.5,UNCHANGED,
NCU07039.4,NCU07039.5,UNCHANGED,
NCU07040.4,NCU07040.5,UNCHANGED,
NCU07041.4,NCU07041.5,UNCHANGED,
NCU07042.4,NCU07042.5,UNCHANGED,
NCU07043.4,NCU07043.5,UNCHANGED,
NCU07044.4,NCU07044.5,UNCHANGED,
NCU07046.4,NCU07046.5,UNCHANGED,
NCU07047.4,NCU07047.5,UNCHANGED,
NCU07048.4,NCU07048.5,UNCHANGED,
NCU07049.4,NCU07049.5,UNCHANGED,
NCU07050.4,NCU07050.5,UNCHANGED,
NCU07051.4,NCU07051.5,UNCHANGED,
NCU07053.4,NCU07053.5,UNCHANGED,
NCU07054.4,NCU07054.5,UNCHANGED,
NCU07055.4,NCU07055.5,UNCHANGED,
NCU07057.4,NCU07057.5,UNCHANGED,
NCU07058.4,NCU07058.5,UNCHANGED,
NCU07059.4,NCU07059.5,UNCHANGED,
NCU07060.4,NCU07060.5,UNCHANGED,
NCU07061.4,NCU07061.5,UNCHANGED,
NCU07062.4,NCU07062.5,UNCHANGED,
NCU07063.4,NCU07063.5,UNCHANGED,
NCU07064.4,NCU07064.5,UNCHANGED,
NCU07065.4,NCU07065.5,UNCHANGED,
NCU07066.4,NCU07066.5,UNCHANGED,
NCU07067.4,NCU07067.5,UNCHANGED,
NCU07068.4,NCU07068.5,UNCHANGED,
NCU07069.4,NCU07069.5,UNCHANGED,
NCU07070.4,NCU07070.5,UNCHANGED,
NCU07071.4,NCU07071.5,UNCHANGED,
NCU07074.4,NCU07074.5,UNCHANGED,
NCU07075.4,NCU07075.5,UNCHANGED,
NCU07076.4,NCU07076.5,UNCHANGED,
NCU07077.4,NCU07077.5,UNCHANGED,
NCU07078.4,NCU07078.5,UNCHANGED,
NCU07079.4,NCU07079.5,UNCHANGED,
NCU07080.4,NCU07080.5,UNCHANGED,
NCU07081.4,NCU07081.5,UNCHANGED,
NCU07082.4,NCU07082.5,UNCHANGED,
NCU07083.4,NCU07083.5,UNCHANGED,
NCU07084.4,NCU07084.5,UNCHANGED,
NCU07085.4,NCU07085.5,UNCHANGED,
NCU07086.4,NCU07086.5,UNCHANGED,
NCU07087.4,NCU07087.5,UNCHANGED,
NCU07088.4,NCU07088.5,UNCHANGED,
NCU07089.4,NCU07089.5,UNCHANGED,
NCU07090.4,NCU07090.5,UNCHANGED,
NCU07091.4,NCU07091.5,UNCHANGED,
NCU07092.4,NCU07092.5,UNCHANGED,
NCU07094.4,NCU07094.5,UNCHANGED,
NCU07095.4,NCU07095.5,UNCHANGED,
NCU07098.4,NCU07098.5,UNCHANGED,
NCU07099.4,NCU07099.5,UNCHANGED,
NCU07100.4,NCU07100.5,UNCHANGED,
NCU07101.4,NCU07101.5,UNCHANGED,
NCU07102.4,NCU07102.5,UNCHANGED,
NCU07103.4,NCU07103.5,UNCHANGED,
NCU07104.4,NCU07104.5,UNCHANGED,
NCU07105.4,NCU07105.5,UNCHANGED,
NCU07106.4,NCU07106.5,UNCHANGED,
NCU07108.4,NCU07108.5,UNCHANGED,
NCU07109.4,NCU07109.5,UNCHANGED,
NCU07110.4,NCU07110.5,UNCHANGED,
NCU07111.4,NCU07111.5,UNCHANGED,
NCU07112.4,NCU07112.5,UNCHANGED,
NCU07113.4,NCU07113.5,UNCHANGED,
NCU07115.4,NCU07115.5,UNCHANGED,
NCU07116.4,NCU07116.5,UNCHANGED,
NCU07117.4,NCU07117.5,UNCHANGED,
NCU07119.4,NCU07119.5,UNCHANGED,
NCU07120.4,NCU07120.5,UNCHANGED,
NCU07121.4,NCU07121.5,UNCHANGED,
NCU07122.4,NCU07122.5,UNCHANGED,
NCU07123.4,NCU07123.5,UNCHANGED,
NCU07124.4,NCU07124.5,UNCHANGED,
NCU07125.4,NCU07125.5,UNCHANGED,
NCU07126.4,NCU07126.5,UNCHANGED,
NCU07127.4,NCU07127.5,UNCHANGED,
NCU07129.4,NCU07129.5,UNCHANGED,
NCU07130.4,NCU07130.5,UNCHANGED,
NCU07132.4,NCU07132.5,UNCHANGED,
NCU07133.4,NCU07133.5,UNCHANGED,
NCU07134.4,NCU07134.5,UNCHANGED,
NCU07135.4,NCU07135.5,UNCHANGED,
NCU07136.4,NCU07136.5,UNCHANGED,
NCU07138.4,NCU07138.5,UNCHANGED,
NCU07139.4,NCU07139.5,UNCHANGED,
NCU07140.4,NCU07140.5,UNCHANGED,
NCU07141.4,NCU07141.5,UNCHANGED,
NCU07142.4,NCU07142.5,UNCHANGED,
NCU07143.4,NCU07143.5,UNCHANGED,
NCU07144.4,NCU07144.5,UNCHANGED,
NCU07145.4,NCU07145.5,UNCHANGED,
NCU07146.4,NCU07146.5,UNCHANGED,
NCU07147.4,NCU07147.5,UNCHANGED,
NCU07148.4,NCU07148.5,UNCHANGED,
NCU07149.4,NCU07149.5,UNCHANGED,
NCU07150.4,NCU07150.5,UNCHANGED,
NCU07151.4,NCU07151.5,UNCHANGED,
NCU07152.4,NCU07152.5,UNCHANGED,
NCU07153.4,NCU07153.5,UNCHANGED,
NCU07154.4,NCU07154.5,UNCHANGED,
NCU07155.4,NCU07155.5,UNCHANGED,
NCU07156.4,NCU07156.5,UNCHANGED,
NCU07157.4,NCU07157.5,UNCHANGED,
NCU07158.4,NCU07158.5,UNCHANGED,
NCU07159.4,NCU07159.5,UNCHANGED,
NCU07161.4,NCU07161.5,UNCHANGED,
NCU07162.4,NCU07162.5,UNCHANGED,
NCU07163.4,NCU07163.5,UNCHANGED,
NCU07164.4,NCU07164.5,UNCHANGED,
NCU07165.4,NCU07165.5,UNCHANGED,
NCU07166.4,NCU07166.5,UNCHANGED,
NCU07167.4,NCU07167.5,UNCHANGED,
NCU07168.4,NCU07168.5,UNCHANGED,
NCU07169.4,NCU07169.5,UNCHANGED,
NCU07170.4,NCU07170.5,UNCHANGED,
NCU07171.4,NCU07171.5,UNCHANGED,
NCU07172.4,NCU07172.5,UNCHANGED,
NCU07173.4,NCU07173.5,UNCHANGED,
NCU07174.4,NCU07174.5,UNCHANGED,
NCU07175.4,NCU07175.5,UNCHANGED,
NCU07176.4,NCU07176.5,UNCHANGED,
NCU07177.4,NCU07177.5,UNCHANGED,
NCU07178.4,NCU07178.5,UNCHANGED,
NCU07180.4,NCU07180.5,UNCHANGED,
NCU07181.4,NCU07181.5,UNCHANGED,
NCU07182.4,NCU07182.5,UNCHANGED,
NCU07183.4,NCU07183.5,UNCHANGED,
NCU07184.4,NCU07184.5,UNCHANGED,
NCU07185.4,NCU07185.5,UNCHANGED,
NCU07186.4,NCU07186.5,UNCHANGED,
NCU07187.4,NCU07187.5,UNCHANGED,
NCU07188.4,NCU07188.5,UNCHANGED,
NCU07190.4,NCU07190.5,UNCHANGED,
NCU07191.4,NCU07191.5,UNCHANGED,
NCU07192.4,NCU07192.5,UNCHANGED,
NCU07193.4,NCU07193.5,UNCHANGED,
NCU07194.4,NCU07194.5,UNCHANGED,
NCU07195.4,NCU07195.5,UNCHANGED,
NCU07196.4,NCU07196.5,UNCHANGED,
NCU07197.4,NCU07197.5,UNCHANGED,
NCU07199.4,NCU07199.5,UNCHANGED,
NCU07200.4,NCU07200.5,UNCHANGED,
NCU07201.4,NCU07201.5,UNCHANGED,
NCU07202.4,NCU07202.5,UNCHANGED,
NCU07203.4,NCU07203.5,UNCHANGED,
NCU07204.4,NCU07204.5,UNCHANGED,
NCU07205.4,NCU07205.5,UNCHANGED,
NCU07207.4,NCU07207.5,UNCHANGED,
NCU07208.4,NCU07208.5,UNCHANGED,
NCU07209.4,NCU07209.5,UNCHANGED,
NCU07210.4,NCU07210.5,UNCHANGED,
NCU07211.4,NCU07211.5,UNCHANGED,
NCU07212.4,NCU07212.5,UNCHANGED,
NCU07213.4,NCU07213.5,UNCHANGED,
NCU07214.4,NCU07214.5,UNCHANGED,
NCU07215.4,NCU07215.5,UNCHANGED,
NCU07216.4,NCU07216.5,UNCHANGED,
NCU07217.4,NCU07217.5,UNCHANGED,
NCU07218.4,NCU07218.5,UNCHANGED,
NCU07219.4,NCU07219.5,UNCHANGED,
NCU07221.4,NCU07221.5,UNCHANGED,
NCU07222.4,NCU07222.5,UNCHANGED,
NCU07224.4,NCU07224.5,UNCHANGED,
NCU07225.4,NCU07225.5,UNCHANGED,
NCU07226.4,NCU07226.5,UNCHANGED,
NCU07227.4,NCU07227.5,UNCHANGED,
NCU07228.4,NCU07228.5,UNCHANGED,
NCU07229.4,NCU07229.5,UNCHANGED,
NCU07230.4,NCU07230.5,UNCHANGED,
NCU07231.4,NCU07231.5,UNCHANGED,
NCU07232.4,NCU07232.5,UNCHANGED,
NCU07233.4,NCU07233.5,UNCHANGED,
NCU07234.4,NCU07234.5,UNCHANGED,
NCU07235.4,NCU07235.5,UNCHANGED,
NCU07237.4,NCU07237.5,UNCHANGED,
NCU07238.4,NCU07238.5,UNCHANGED,
NCU07239.4,NCU07239.5,UNCHANGED,
NCU07240.4,NCU07240.5,UNCHANGED,
NCU07241.4,NCU07241.5,UNCHANGED,
NCU07242.4,NCU07242.5,UNCHANGED,
NCU07243.4,NCU07243.5,UNCHANGED,
NCU07244.4,NCU07244.5,UNCHANGED,
NCU07245.4,NCU07245.5,UNCHANGED,
NCU07246.4,NCU07246.5,UNCHANGED,
NCU07247.4,NCU07247.5,UNCHANGED,
NCU07249.4,NCU07249.5,UNCHANGED,
NCU07250.4,NCU07250.5,UNCHANGED,
NCU07252.4,NCU07252.5,UNCHANGED,
NCU07253.4,NCU07253.5,UNCHANGED,
NCU07254.4,NCU07254.5,UNCHANGED,
NCU07255.4,NCU07255.5,UNCHANGED,
NCU07257.4,NCU07257.5,UNCHANGED,
NCU07258.4,NCU07258.5,UNCHANGED,
NCU07261.4,NCU07261.5,UNCHANGED,
NCU07262.4,NCU07262.5,UNCHANGED,
NCU07263.4,NCU07263.5,UNCHANGED,
NCU07264.4,NCU07264.5,UNCHANGED,
NCU07265.4,NCU07265.5,UNCHANGED,
NCU07266.4,NCU07266.5,UNCHANGED,
NCU07267.4,NCU07267.5,UNCHANGED,
NCU07268.4,NCU07268.5,UNCHANGED,
NCU07269.4,NCU07269.5,UNCHANGED,
NCU07270.4,NCU07270.5,UNCHANGED,
NCU07271.4,NCU07271.5,UNCHANGED,
NCU07272.4,NCU07272.5,UNCHANGED,
NCU07273.4,NCU07273.5,UNCHANGED,
NCU07274.4,NCU07274.5,UNCHANGED,
NCU07275.4,NCU07275.5,UNCHANGED,
NCU07276.4,NCU07276.5,UNCHANGED,
NCU07277.4,NCU07277.5,UNCHANGED,
NCU07279.4,NCU07279.5,UNCHANGED,
NCU07280.4,NCU07280.5,UNCHANGED,
NCU07281.4,NCU07281.5,UNCHANGED,
NCU07282.4,NCU07282.5,UNCHANGED,
NCU07283.4,NCU07283.5,UNCHANGED,
NCU07284.4,NCU07284.5,UNCHANGED,
NCU07285.4,NCU07285.5,UNCHANGED,
NCU07286.4,NCU07286.5,UNCHANGED,
NCU07287.4,NCU07287.5,UNCHANGED,
NCU07288.4,NCU07288.5,UNCHANGED,
NCU07289.4,NCU07289.5,UNCHANGED,
NCU07290.4,NCU07290.5,UNCHANGED,
NCU07293.4,NCU07293.5,UNCHANGED,
NCU07294.4,NCU07294.5,UNCHANGED,
NCU07295.4,NCU07295.5,UNCHANGED,
NCU07296.4,NCU07296.5,UNCHANGED,
NCU07297.4,NCU07297.5,UNCHANGED,
NCU07298.4,NCU07298.5,UNCHANGED,
NCU07299.4,NCU07299.5,UNCHANGED,
NCU07300.4,NCU07300.5,UNCHANGED,
NCU07302.4,NCU07302.5,UNCHANGED,
NCU07305.4,NCU07305.5,UNCHANGED,
NCU07306.4,NCU07306.5,UNCHANGED,
NCU07307.4,NCU07307.5,UNCHANGED,
NCU07308.4,NCU07308.5,UNCHANGED,
NCU07309.4,NCU07309.5,UNCHANGED,
NCU07310.4,NCU07310.5,UNCHANGED,
NCU07311.4,NCU07311.5,UNCHANGED,
NCU07312.4,NCU07312.5,UNCHANGED,
NCU07313.4,NCU07313.5,UNCHANGED,
NCU07314.4,NCU07314.5,UNCHANGED,
NCU07316.4,NCU07316.5,UNCHANGED,
NCU07317.4,NCU07317.5,UNCHANGED,
NCU07318.4,NCU07318.5,UNCHANGED,
NCU07319.4,NCU07319.5,UNCHANGED,
NCU07320.4,NCU07320.5,UNCHANGED,
NCU07321.4,NCU07321.5,UNCHANGED,
NCU07322.4,NCU07322.5,UNCHANGED,
NCU07323.4,NCU07323.5,UNCHANGED,
NCU07324.4,NCU07324.5,UNCHANGED,
NCU07325.4,NCU07325.5,UNCHANGED,
NCU07326.4,NCU07326.5,UNCHANGED,
NCU07327.4,NCU07327.5,UNCHANGED,
NCU07329.4,NCU07329.5,UNCHANGED,
NCU07330.4,NCU07330.5,UNCHANGED,
NCU07331.4,NCU07331.5,UNCHANGED,
NCU07332.4,NCU07332.5,UNCHANGED,
NCU07333.4,NCU07333.5,UNCHANGED,
NCU07334.4,NCU07334.5,UNCHANGED,
NCU07335.4,NCU07335.5,UNCHANGED,
NCU07336.4,NCU07336.5,UNCHANGED,
NCU07337.4,NCU07337.5,UNCHANGED,
NCU07338.4,NCU07338.5,UNCHANGED,
NCU07339.4,NCU07339.5,UNCHANGED,
NCU07340.4,NCU07340.5,UNCHANGED,
NCU07341.4,NCU07341.5,UNCHANGED,
NCU07342.4,NCU07342.5,UNCHANGED,
NCU07343.4,NCU07343.5,UNCHANGED,
NCU07344.4,NCU07344.5,UNCHANGED,
NCU07345.4,NCU07345.5,UNCHANGED,
NCU07347.4,NCU07347.5,UNCHANGED,
NCU07348.4,NCU07348.5,UNCHANGED,
NCU07349.4,NCU07349.5,UNCHANGED,
NCU07350.4,NCU07350.5,UNCHANGED,
NCU07351.4,NCU07351.5,UNCHANGED,
NCU07352.4,NCU07352.5,UNCHANGED,
NCU07353.4,NCU07353.5,UNCHANGED,
NCU07354.4,NCU07354.5,UNCHANGED,
NCU07355.4,NCU07355.5,UNCHANGED,
NCU07358.4,NCU07358.5,UNCHANGED,
NCU07359.4,NCU07359.5,UNCHANGED,
NCU07360.4,NCU07360.5,UNCHANGED,
NCU07361.4,NCU07361.5,UNCHANGED,
NCU07362.4,NCU07362.5,UNCHANGED,
NCU07363.4,NCU07363.5,UNCHANGED,
NCU07365.4,NCU07365.5,UNCHANGED,
NCU07367.4,NCU07367.5,UNCHANGED,
NCU07368.4,NCU07368.5,UNCHANGED,
NCU07369.4,NCU07369.5,UNCHANGED,
NCU07370.4,NCU07370.5,UNCHANGED,
NCU07371.4,NCU07371.5,UNCHANGED,
NCU07372.4,NCU07372.5,UNCHANGED,
NCU07374.4,NCU07374.5,UNCHANGED,
NCU07375.4,NCU07375.5,UNCHANGED,
NCU07378.4,NCU07378.5,UNCHANGED,
NCU07379.4,NCU07379.5,UNCHANGED,
NCU07380.4,NCU07380.5,UNCHANGED,
NCU07381.4,NCU07381.5,UNCHANGED,
NCU07382.4,NCU07382.5,UNCHANGED,
NCU07383.4,NCU07383.5,UNCHANGED,
NCU07384.4,NCU07384.5,UNCHANGED,
NCU07385.4,NCU07385.5,UNCHANGED,
NCU07386.4,NCU07386.5,UNCHANGED,
NCU07387.4,NCU07387.5,UNCHANGED,
NCU07388.4,NCU07388.5,UNCHANGED,
NCU07389.4,NCU07389.5,UNCHANGED,
NCU07390.4,NCU07390.5,UNCHANGED,
NCU07392.4,NCU07392.5,UNCHANGED,
NCU07393.4,NCU07393.5,UNCHANGED,
NCU07394.4,NCU07394.5,UNCHANGED,
NCU07395.4,NCU07395.5,UNCHANGED,
NCU07396.4,NCU07396.5,UNCHANGED,
NCU07398.4,NCU07398.5,UNCHANGED,
NCU07399.4,NCU07399.5,UNCHANGED,
NCU07400.4,NCU07400.5,UNCHANGED,
NCU07402.4,NCU07402.5,UNCHANGED,
NCU07403.4,NCU07403.5,UNCHANGED,
NCU07404.4,NCU07404.5,UNCHANGED,
NCU07406.4,NCU07406.5,UNCHANGED,
NCU07407.4,NCU07407.5,UNCHANGED,
NCU07408.4,NCU07408.5,UNCHANGED,
NCU07409.4,NCU07409.5,UNCHANGED,
NCU07410.4,NCU07410.5,UNCHANGED,
NCU07411.4,NCU07411.5,UNCHANGED,
NCU07412.4,NCU07412.5,UNCHANGED,
NCU07413.4,NCU07413.5,UNCHANGED,
NCU07414.4,NCU07414.5,UNCHANGED,
NCU07415.4,NCU07415.5,UNCHANGED,
NCU07416.4,NCU07416.5,UNCHANGED,
NCU07417.4,NCU07417.5,UNCHANGED,
NCU07418.4,NCU07418.5,UNCHANGED,
NCU07419.4,NCU07419.5,UNCHANGED,
NCU07420.4,NCU07420.5,UNCHANGED,
NCU07421.4,NCU07421.5,UNCHANGED,
NCU07422.4,NCU07422.5,UNCHANGED,
NCU07423.4,NCU07423.5,UNCHANGED,
NCU07424.4,NCU07424.5,UNCHANGED,
NCU07425.4,NCU07425.5,UNCHANGED,
NCU07427.4,NCU07427.5,UNCHANGED,
NCU07428.4,NCU07428.5,UNCHANGED,
NCU07429.4,NCU07429.5,UNCHANGED,
NCU07430.4,NCU07430.5,UNCHANGED,
NCU07432.4,NCU07432.5,UNCHANGED,
NCU07433.4,NCU07433.5,UNCHANGED,
NCU07434.4,NCU07434.5,UNCHANGED,
NCU07435.4,NCU07435.5,UNCHANGED,
NCU07436.4,NCU07436.5,UNCHANGED,
NCU07437.4,NCU07437.5,UNCHANGED,
NCU07438.4,NCU07438.5,UNCHANGED,
NCU07439.4,NCU07439.5,UNCHANGED,
NCU07440.4,NCU07440.5,UNCHANGED,
NCU07441.4,NCU07441.5,UNCHANGED,
NCU07442.4,NCU07442.5,UNCHANGED,
NCU07443.4,NCU07443.5,UNCHANGED,
NCU07445.4,NCU07445.5,UNCHANGED,
NCU07446.4,NCU07446.5,UNCHANGED,
NCU07447.4,NCU07447.5,UNCHANGED,
NCU07448.4,NCU07448.5,UNCHANGED,
NCU07449.4,NCU07449.5,UNCHANGED,
NCU07450.4,NCU07450.5,UNCHANGED,
NCU07451.4,NCU07451.5,UNCHANGED,
NCU07452.4,NCU07452.5,UNCHANGED,
NCU07453.4,NCU07453.5,UNCHANGED,
NCU07454.4,NCU07454.5,UNCHANGED,
NCU07455.4,NCU07455.5,UNCHANGED,
NCU07456.4,NCU07456.5,UNCHANGED,
NCU07457.4,NCU07457.5,UNCHANGED,
NCU07458.4,NCU07458.5,UNCHANGED,
NCU07459.4,NCU07459.5,UNCHANGED,
NCU07460.4,NCU07460.5,UNCHANGED,
NCU07461.4,NCU07461.5,UNCHANGED,
NCU07462.4,NCU07462.5,UNCHANGED,
NCU07463.4,NCU07463.5,UNCHANGED,
NCU07464.4,NCU07464.5,UNCHANGED,
NCU07465.4,NCU07465.5,UNCHANGED,
NCU07466.4,NCU07466.5,UNCHANGED,
NCU07467.4,NCU07467.5,UNCHANGED,
NCU07468.4,NCU07468.5,UNCHANGED,
NCU07471.4,NCU07471.5,UNCHANGED,
NCU07472.4,NCU07472.5,UNCHANGED,
NCU07473.4,NCU07473.5,UNCHANGED,
NCU07474.4,NCU07474.5,UNCHANGED,
NCU07475.4,NCU07475.5,UNCHANGED,
NCU07476.4,NCU07476.5,UNCHANGED,
NCU07477.4,NCU07477.5,UNCHANGED,
NCU07478.4,NCU07478.5,UNCHANGED,
NCU07479.4,NCU07479.5,UNCHANGED,
NCU07480.4,NCU07480.5,UNCHANGED,
NCU07481.4,NCU07481.5,UNCHANGED,
NCU07482.4,NCU07482.5,UNCHANGED,
NCU07483.4,NCU07483.5,UNCHANGED,
NCU07484.4,NCU07484.5,UNCHANGED,
NCU07485.4,NCU07485.5,UNCHANGED,
NCU07486.4,NCU07486.5,UNCHANGED,
NCU07487.4,NCU07487.5,UNCHANGED,
NCU07489.4,NCU07489.5,UNCHANGED,
NCU07491.4,NCU07491.5,UNCHANGED,
NCU07492.4,NCU07492.5,UNCHANGED,
NCU07493.4,NCU07493.5,UNCHANGED,
NCU07494.4,NCU07494.5,UNCHANGED,
NCU07495.4,NCU07495.5,UNCHANGED,
NCU07496.4,NCU07496.5,UNCHANGED,
NCU07497.4,NCU07497.5,UNCHANGED,
NCU07498.4,NCU07498.5,UNCHANGED,
NCU07499.4,NCU07499.5,UNCHANGED,
NCU07500.4,NCU07500.5,UNCHANGED,
NCU07501.4,NCU07501.5,UNCHANGED,
NCU07502.4,NCU07502.5,UNCHANGED,
NCU07503.4,NCU07503.5,UNCHANGED,
NCU07504.4,NCU07504.5,UNCHANGED,
NCU07505.4,NCU07505.5,UNCHANGED,
NCU07506.4,NCU07506.5,UNCHANGED,
NCU07507.4,NCU07507.5,UNCHANGED,
NCU07508.4,NCU07508.5,UNCHANGED,
NCU07509.4,NCU07509.5,UNCHANGED,
NCU07510.4,NCU07510.5,UNCHANGED,
NCU07511.4,NCU07511.5,UNCHANGED,
NCU07513.4,NCU07513.5,UNCHANGED,
NCU07514.4,NCU07514.5,UNCHANGED,
NCU07516.4,NCU07516.5,UNCHANGED,
NCU07517.4,NCU07517.5,UNCHANGED,
NCU07518.4,NCU07518.5,UNCHANGED,
NCU07519.4,NCU07519.5,UNCHANGED,
NCU07520.4,NCU07520.5,UNCHANGED,
NCU07521.4,NCU07521.5,UNCHANGED,
NCU07523.4,NCU07523.5,UNCHANGED,
NCU07525.4,NCU07525.5,UNCHANGED,
NCU07526.4,NCU07526.5,UNCHANGED,
NCU07527.4,NCU07527.5,UNCHANGED,
NCU07528.4,NCU07528.5,UNCHANGED,
NCU07529.4,NCU07529.5,UNCHANGED,
NCU07530.4,NCU07530.5,UNCHANGED,
NCU07531.4,NCU07531.5,UNCHANGED,
NCU07532.4,NCU07532.5,UNCHANGED,
NCU07533.4,NCU07533.5,UNCHANGED,
NCU07534.4,NCU07534.5,UNCHANGED,
NCU07535.4,NCU07535.5,UNCHANGED,
NCU07536.4,NCU07536.5,UNCHANGED,
NCU07537.4,NCU07537.5,UNCHANGED,
NCU07538.4,NCU07538.5,UNCHANGED,
NCU07539.4,NCU07539.5,UNCHANGED,
NCU07540.4,NCU07540.5,UNCHANGED,
NCU07541.4,NCU07541.5,UNCHANGED,
NCU07542.4,NCU07542.5,UNCHANGED,
NCU07543.4,NCU07543.5,UNCHANGED,
NCU07544.4,NCU07544.5,UNCHANGED,
NCU07545.4,NCU07545.5,UNCHANGED,
NCU07546.4,NCU07546.5,UNCHANGED,
NCU07547.4,NCU07547.5,UNCHANGED,
NCU07548.4,NCU07548.5,UNCHANGED,
NCU07549.4,NCU07549.5,UNCHANGED,
NCU07550.4,NCU07550.5,UNCHANGED,
NCU07551.4,NCU07551.5,UNCHANGED,
NCU07552.4,NCU07552.5,UNCHANGED,
NCU07553.4,NCU07553.5,UNCHANGED,
NCU07554.4,NCU07554.5,UNCHANGED,
NCU07555.4,NCU07555.5,UNCHANGED,
NCU07556.4,NCU07556.5,UNCHANGED,
NCU07557.4,NCU07557.5,UNCHANGED,
NCU07558.4,NCU07558.5,UNCHANGED,
NCU07559.4,NCU07559.5,UNCHANGED,
NCU07560.4,NCU07560.5,UNCHANGED,
NCU07561.4,NCU07561.5,UNCHANGED,
NCU07562.4,NCU07562.5,UNCHANGED,
NCU07563.4,NCU07563.5,UNCHANGED,
NCU07564.4,NCU07564.5,UNCHANGED,
NCU07565.4,NCU07565.5,UNCHANGED,
NCU07567.4,NCU07567.5,UNCHANGED,
NCU07568.4,NCU07568.5,UNCHANGED,
NCU07569.4,NCU07569.5,UNCHANGED,
NCU07571.4,NCU07571.5,UNCHANGED,
NCU07572.4,NCU07572.5,UNCHANGED,
NCU07573.4,NCU07573.5,UNCHANGED,
NCU07574.4,NCU07574.5,UNCHANGED,
NCU07575.4,NCU07575.5,UNCHANGED,
NCU07576.4,NCU07576.5,UNCHANGED,
NCU07577.4,NCU07577.5,UNCHANGED,
NCU07578.4,NCU07578.5,UNCHANGED,
NCU07579.4,NCU07579.5,UNCHANGED,
NCU07580.4,NCU07580.5,UNCHANGED,
NCU07581.4,NCU07581.5,UNCHANGED,
NCU07582.4,NCU07582.5,UNCHANGED,
NCU07583.4,NCU07583.5,UNCHANGED,
NCU07584.4,NCU07584.5,UNCHANGED,
NCU07585.4,NCU07585.5,UNCHANGED,
NCU07586.4,NCU07586.5,UNCHANGED,
NCU07587.4,NCU07587.5,UNCHANGED,
NCU07588.4,NCU07588.5,UNCHANGED,
NCU07589.4,NCU07589.5,UNCHANGED,
NCU07590.4,NCU07590.5,UNCHANGED,
NCU07592.4,NCU07592.5,UNCHANGED,
NCU07593.4,NCU07593.5,UNCHANGED,
NCU07594.4,NCU07594.5,UNCHANGED,
NCU07595.4,NCU07595.5,UNCHANGED,
NCU07596.4,NCU07596.5,UNCHANGED,
NCU07597.4,NCU07597.5,UNCHANGED,
NCU07599.4,NCU07599.5,UNCHANGED,
NCU07600.4,NCU07600.5,UNCHANGED,
NCU07601.4,NCU07601.5,UNCHANGED,
NCU07602.4,NCU07602.5,UNCHANGED,
NCU07603.4,NCU07603.5,UNCHANGED,
NCU07604.4,NCU07604.5,UNCHANGED,
NCU07606.4,NCU07606.5,UNCHANGED,
NCU07607.4,NCU07607.5,UNCHANGED,
NCU07608.4,NCU07608.5,UNCHANGED,
NCU07609.4,NCU07609.5,UNCHANGED,
NCU07610.4,NCU07610.5,UNCHANGED,
NCU07613.4,NCU07613.5,UNCHANGED,
NCU07614.4,NCU07614.5,UNCHANGED,
NCU07615.4,NCU07615.5,UNCHANGED,
NCU07616.4,NCU07616.5,UNCHANGED,
NCU07617.4,NCU07617.5,UNCHANGED,
NCU07618.4,NCU07618.5,UNCHANGED,
NCU07619.4,NCU07619.5,UNCHANGED,
NCU07620.4,NCU07620.5,UNCHANGED,
NCU07621.4,NCU07621.5,UNCHANGED,
NCU07622.4,NCU07622.5,UNCHANGED,
NCU07623.4,NCU07623.5,UNCHANGED,
NCU07624.4,NCU07624.5,UNCHANGED,
NCU07625.4,NCU07625.5,UNCHANGED,
NCU07626.4,NCU07626.5,UNCHANGED,
NCU07627.4,NCU07627.5,UNCHANGED,
NCU07628.4,NCU07628.5,UNCHANGED,
NCU07629.4,NCU07629.5,UNCHANGED,
NCU07630.4,NCU07630.5,UNCHANGED,
NCU07631.4,NCU07631.5,UNCHANGED,
NCU07632.4,NCU07632.5,UNCHANGED,
NCU07633.4,NCU07633.5,UNCHANGED,
NCU07634.4,NCU07634.5,UNCHANGED,
NCU07635.4,NCU07635.5,UNCHANGED,
NCU07636.4,NCU07636.5,UNCHANGED,
